# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
GLK1	YCL040W	YCL040W	protein_coding	0	4	1	22	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	4	12
GLN1	YPR035W	YPR035W	protein_coding	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GLN3	YER040W	YER040W	protein_coding	0	1	4	27	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	1	14
GLN4	YOR168W	YOR168W	protein_coding	0	0	0	13	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GLO1	YML004C	YML004C	protein_coding	0	3	3	45	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	3	23
GLO2	YDR272W	YDR272W	protein_coding	0	0	0	16	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GLO3	YER122C	YER122C	protein_coding	0	1	1	17	0	0	0	0	13	0	0	0	1	0	0	0	0	0	0	0	0	1	4
GLO4	YOR040W	YOR040W	protein_coding	0	5	0	47	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	5	8
GLR1	YPL091W	YPL091W	protein_coding	0	3	4	69	0	0	0	0	35	0	0	0	4	0	0	0	0	0	0	0	0	3	34
GLT1	YDL171C	YDL171C	protein_coding	0	33	6	61	0	0	0	0	21	0	0	0	6	0	0	0	1	0	0	0	1	32	40
GLY1	YEL046C	YEL046C	protein_coding	0	0	1	20	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	14
GMC1	YDR506C	YDR506C	protein_coding	0	14	12	92	0	0	0	0	48	0	0	0	12	0	0	0	0	0	0	0	0	14	44
GMC2	YLR445W	YLR445W	protein_coding	0	1	3	80	0	0	0	0	41	0	0	0	3	0	0	0	0	0	0	0	0	1	39
GMH1	YKR030W	YKR030W	protein_coding	0	2	0	44	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	2	7
GNA1	YFL017C	YFL017C	protein_coding	0	4	3	76	0	0	0	0	50	0	0	0	3	0	0	0	0	0	0	0	0	4	26
GND1	YHR183W	YHR183W	protein_coding	0	0	0	25	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	18
GND2	YGR256W	YGR256W	protein_coding	0	5	2	58	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	5	20
GNP1	YDR508C	YDR508C	protein_coding	0	16	11	93	0	0	0	0	44	0	0	0	11	0	0	0	0	0	0	0	0	16	49
GNT1	YOR320C	YOR320C	protein_coding	0	0	0	8	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GON7	YJL184W	YJL184W	protein_coding	0	3	0	75	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	3	37
GOR1	YNL274C	YNL274C	protein_coding	0	1	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	4
GOS1	YHL031C	YHL031C	protein_coding	0	0	1	32	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	23
GOT1	YMR292W	YMR292W	protein_coding	0	0	0	28	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	14
GPA1	YHR005C	YHR005C	protein_coding	0	3	2	27	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	3	16
GPA2	YER020W	YER020W	protein_coding	0	13	4	64	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	13	28
GPB1	YOR371C	YOR371C	protein_coding	0	10	7	13	0	0	0	0	8	0	0	0	7	0	0	0	0	0	0	0	0	10	5
GPB2	YAL056W	YAL056W	protein_coding	0	14	6	95	0	0	0	0	37	0	0	0	6	0	0	0	0	0	0	0	0	14	58
GPD1	YDL022W	YDL022W	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GPD2	YOL059W	YOL059W	protein_coding	0	3	0	37	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	3	27
GPG1	YGL121C	YGL121C	protein_coding	0	0	0	14	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	7
GPH1	YPR160W	YPR160W	protein_coding	0	1	3	2	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	1	1
GPI1	YGR216C	YGR216C	protein_coding	0	1	0	30	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	1	5
GPI10	YGL142C	YGL142C	protein_coding	0	1	2	8	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	2
GPI11	YDR302W	YDR302W	protein_coding	0	1	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	6
GPI12	YMR281W	YMR281W	protein_coding	0	1	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	11
GPI13	YLL031C	YLL031C	protein_coding	0	7	3	30	0	0	0	0	15	0	0	0	3	0	0	0	0	0	0	0	0	7	15
GPI14	YJR013W	YJR013W	protein_coding	0	4	2	42	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	4	18
GPI15	YNL038W	YNL038W	protein_coding	0	0	0	55	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	34
GPI16	YHR188C	YHR188C	protein_coding	0	8	0	9	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	8	6
GPI17	YDR434W	YDR434W	protein_coding	0	0	1	11	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GPI18	YBR004C	YBR004C	protein_coding	0	2	2	62	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	2	36
GPI19	YDR437W	YDR437W	protein_coding	0	1	2	21	0	0	0	0	14	0	0	0	2	0	0	0	0	0	0	0	0	1	7
GPI2	YPL076W	YPL076W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GPI8	YDR331W	YDR331W	protein_coding	0	0	2	6	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	4
GPM1	YKL152C	YKL152C	protein_coding	0	1	0	5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	3
GPM2	YDL021W	YDL021W	protein_coding	0	2	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	2	2
GPM3	YOL056W	YOL056W	protein_coding	0	1	1	15	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	9
GPN2	YOR262W	YOR262W	protein_coding	0	1	0	32	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	3
GPN3	YLR243W	YLR243W	protein_coding	0	1	0	40	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	1	21
GPP1	YIL053W	YIL053W	protein_coding	0	1	0	89	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	1	34
GPP2	YER062C	YER062C	protein_coding	0	0	1	7	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	4
GPR1	YDL035C	YDL035C	protein_coding	0	1	2	21	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	1	5
GPT2	YKR067W	YKR067W	protein_coding	0	10	2	67	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	10	29
GPX1	YKL026C	YKL026C	protein_coding	0	1	1	92	0	0	0	0	47	0	0	0	1	0	0	0	0	0	0	0	0	1	45
GPX2	YBR244W	YBR244W	protein_coding	0	1	0	6	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	1
GRC3	YLL035W	YLL035W	protein_coding	0	3	4	40	0	0	0	0	11	0	0	0	4	0	0	0	0	0	0	0	0	3	29
GRE1	YPL223C	YPL223C	protein_coding	0	2	2	47	1	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	2	11
GRE2	YOL151W	YOL151W	protein_coding	0	12	6	89	0	0	0	0	32	0	0	0	6	0	0	0	0	0	0	0	0	12	57
GRE3	YHR104W	YHR104W	protein_coding	0	0	1	3	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
GRH1	YDR517W	YDR517W	protein_coding	0	1	0	39	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	36
GRR1	YJR090C	YJR090C	protein_coding	0	10	6	58	0	0	0	0	33	0	0	0	6	0	0	0	0	0	0	0	0	10	25
GRS1	YBR121C	YBR121C	protein_coding	0	4	1	55	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	4	23
GRS2	YPR081C	YPR081C	protein_coding	0	1	0	11	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	4
GRX1	YCL035C	YCL035C	protein_coding	0	0	0	12	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GRX2	YDR513W	YDR513W	protein_coding	0	3	0	99	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	3	58
GRX3	YDR098C	YDR098C	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2
GRX4	YER174C	YER174C	protein_coding	0	1	3	53	0	0	0	0	23	0	0	0	3	0	0	0	0	0	0	0	0	1	30
GRX5	YPL059W	YPL059W	protein_coding	0	4	1	34	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	4	16
GRX6	YDL010W	YDL010W	protein_coding	0	0	2	52	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	0	8
GRX7	YBR014C	YBR014C	protein_coding	0	1	2	17	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	1	7
GRX8	YLR364W	YLR364W	protein_coding	0	1	0	65	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	1	26
GSC2	YGR032W	YGR032W	protein_coding	0	12	6	50	0	0	0	0	20	0	0	0	6	0	0	0	0	0	0	0	0	12	30
GSF2	YML048W	YML048W	protein_coding	0	2	1	26	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	2	1
GSH1	YJL101C	YJL101C	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GSH2	YOL049W	YOL049W	protein_coding	0	3	0	34	0	0	0	0	17	0	0	0	0	0	0	0	1	0	0	0	1	2	17
GSM1	YJL103C	YJL103C	protein_coding	0	1	1	16	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	2
GSP1	YLR293C	YLR293C	protein_coding	0	1	0	77	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	1	34
GSP2	YOR185C	YOR185C	protein_coding	0	1	0	59	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	1	24
GSY1	YFR015C	YFR015C	protein_coding	0	15	2	54	0	0	0	0	26	0	0	0	2	0	0	0	0	0	0	0	0	15	28
GSY2	YLR258W	YLR258W	protein_coding	0	10	1	47	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	10	27
GTB1	YDR221W	YDR221W	protein_coding	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GTF1	YGR102C	YGR102C	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GTO1	YGR154C	YGR154C	protein_coding	0	4	2	71	0	0	0	0	45	0	0	0	2	0	0	0	0	0	0	0	0	4	26
GTO3	YMR251W	YMR251W	protein_coding	0	0	1	15	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	8
GTR1	YML121W	YML121W	protein_coding	0	2	0	30	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	9
GTR2	YGR163W	YGR163W	protein_coding	0	0	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GTS1	YGL181W	YGL181W	protein_coding	0	1	2	11	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	5
GTT1	YIR038C	YIR038C	protein_coding	0	3	1	124	0	0	0	0	30	0	0	0	1	0	0	0	0	0	0	0	0	3	94
GTT2	YLL060C	YLL060C	protein_coding	1	4	2	100	0	0	0	0	39	0	0	0	2	0	0	0	0	1	0	0	0	4	61
GTT3	YEL017W	YEL017W	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3
GUA1	YMR217W	YMR217W	protein_coding	0	5	0	34	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	5	26
GUD1	YDL238C	YDL238C	protein_coding	0	1	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	6
GUF1	YLR289W	YLR289W	protein_coding	0	14	1	99	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	14	63
GUK1	YDR454C	YDR454C	protein_coding	0	1	0	13	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	7
GUP1	YGL084C	YGL084C	protein_coding	0	1	1	30	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	27
GUP2	YPL189W	YPL189W	protein_coding	0	1	1	11	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	5
GUS1	YGL245W	YGL245W	protein_coding	0	0	0	27	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	5
GUT1	YHL032C	YHL032C	protein_coding	0	4	1	32	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	4	22
GUT2	YIL155C	YIL155C	protein_coding	0	8	0	48	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	8	24
GVP36	YIL041W	YIL041W	protein_coding	0	4	0	65	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	4	33
GWT1	YJL091C	YJL091C	protein_coding	0	0	0	11	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	6
GYL1	YMR192W	YMR192W	protein_coding	0	2	1	32	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	2	14
GYP1	YOR070C	YOR070C	protein_coding	0	3	1	58	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	3	30
GYP5	YPL249C	YPL249C	protein_coding	0	2	1	39	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	2	10
GYP6	YJL044C	YJL044C	protein_coding	0	9	4	59	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	9	36
GYP7	YDL234C	YDL234C	protein_coding	0	0	0	10	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3
GYP8	YFL027C	YFL027C	protein_coding	0	8	5	76	0	0	0	0	38	0	0	0	5	0	0	0	0	0	0	0	0	8	38
GZF3	YJL110C	YJL110C	protein_coding	0	1	4	31	0	0	0	0	14	0	0	0	4	0	0	0	0	0	0	0	0	1	17
HAA1	YPR008W	YPR008W	protein_coding	0	1	0	17	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	6
HAC1	YFL031W	YFL031W	protein_coding	1	5	0	78	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	1	0	5	38
HAL1	YPR005C	YPR005C	protein_coding	0	0	3	7	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	4
HAL5	YJL165C	YJL165C	protein_coding	0	21	4	56	0	0	0	0	20	0	0	0	4	0	0	0	0	0	0	0	0	21	36
HAL9	YOL089C	YOL089C	protein_coding	0	13	15	75	0	0	0	0	40	0	0	0	15	0	0	0	0	0	0	0	0	13	35
HAM1	YJR069C	YJR069C	protein_coding	0	1	0	38	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	33
HAP1	YLR256W	YLR256W	protein_coding	0	19	3	17	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19	17
HAP2	YGL237C	YGL237C	protein_coding	0	2	4	37	0	0	0	0	9	0	0	0	4	0	0	0	1	0	0	0	1	1	28
HAP3	YBL021C	YBL021C	protein_coding	0	0	0	72	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	54
HAP4	YKL109W	YKL109W	protein_coding	0	8	2	82	0	0	0	0	46	0	0	0	2	0	0	0	0	0	0	0	0	8	36
HAP5	YOR358W	YOR358W	protein_coding	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
HAS1	YMR290C	YMR290C	protein_coding	0	2	0	40	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	10
HAT1	YPL001W	YPL001W	protein_coding	0	1	2	14	0	0	0	0	4	0	0	0	2	0	0	0	0	0	0	0	0	1	10
HAT2	YEL056W	YEL056W	protein_coding	0	6	2	75	0	0	0	0	33	0	0	0	2	0	0	0	0	0	0	0	0	6	42
HBN1	YCL026C-B	YCL026C-B	protein_coding	0	1	0	27	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	20
HBS1	YKR084C	YKR084C	protein_coding	0	5	4	48	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	5	22
HBT1	YDL223C	YDL223C	protein_coding	0	0	0	31	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	26
HCA4	YJL033W	YJL033W	protein_coding	0	8	4	45	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	8	20
HCH1	YNL281W	YNL281W	protein_coding	0	0	0	35	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	29
HCM1	YCR065W	YCR065W	protein_coding	0	0	2	18	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	11
HCR1	YLR192C	YLR192C	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
HCS1	YKL017C	YKL017C	protein_coding	0	14	1	63	0	0	0	0	24	0	0	0	1	0	0	0	0	0	0	0	0	14	39
HDA1	YNL021W	YNL021W	protein_coding	0	7	2	65	0	0	0	0	29	0	0	0	2	0	0	0	0	0	0	0	0	7	36
HDA2	YDR295C	YDR295C	protein_coding	0	12	7	56	0	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	12	49
HDA3	YPR179C	YPR179C	protein_coding	0	0	2	13	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	0	5
HED1	YDR014W-A	YDR014W-A	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8
HEF3	YNL014W	YNL014W	protein_coding	0	3	1	29	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	3	21
HEH2	YDR458C	YDR458C	protein_coding	0	2	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	7
HEK2	YBL032W	YBL032W	protein_coding	0	2	3	54	0	0	0	0	33	0	0	0	3	0	0	0	0	0	0	0	0	2	21
HEL1	YKR017C	YKR017C	protein_coding	0	2	0	40	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	2	19
HEL2	YDR266C	YDR266C	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
HEM1	YDR232W	YDR232W	protein_coding	0	2	1	12	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	7
HEM12	YDR047W	YDR047W	protein_coding	0	0	0	17	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	8
HEM13	YDR044W	YDR044W	protein_coding	0	1	0	18	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	11
HEM14	YER014W	YER014W	protein_coding	0	0	1	11	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	0	6
HEM15	YOR176W	YOR176W	protein_coding	0	0	0	10	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	6
HEM2	YGL040C	YGL040C	protein_coding	0	0	0	10	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HEM3	YDL205C	YDL205C	protein_coding	0	0	0	73	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	41
HEM4	YOR278W	YOR278W	protein_coding	0	0	2	67	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	0	33
HER1	YOR227W	YOR227W	protein_coding	0	9	7	20	0	0	0	0	4	0	0	0	7	0	0	0	0	0	0	0	0	9	16
HER2	YMR293C	YMR293C	protein_coding	0	0	1	25	0	0	0	0	10	0	0	0	1	0	0	0	0	0	0	0	0	0	15
HES1	YOR237W	YOR237W	protein_coding	0	0	1	13	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	9
HFA1	YMR207C	YMR207C	protein_coding	0	7	10	29	0	0	0	0	9	0	0	0	10	0	0	0	0	0	0	0	0	7	20
HFD1	YMR110C	YMR110C	protein_coding	0	10	0	62	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	10	46
HFI1	YPL254W	YPL254W	protein_coding	0	3	2	35	0	0	0	0	24	0	0	0	2	0	0	0	0	0	0	0	0	3	11
HFM1	YGL251C	YGL251C	protein_coding	0	1	3	28	0	0	0	0	22	0	0	0	3	0	0	0	0	0	0	0	0	1	6
HGH1	YGR187C	YGR187C	protein_coding	0	5	1	49	0	0	0	0	26	0	0	0	1	0	0	0	0	0	0	0	0	5	23
HHF1	YBR009C	YBR009C	protein_coding	0	1	0	64	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	30
HHF2	YNL030W	YNL030W	protein_coding	0	1	0	49	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	1	26
HHO1	YPL127C	YPL127C	protein_coding	0	2	0	7	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	3
HHT1	YBR010W	YBR010W	protein_coding	0	0	0	60	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	35
HHT2	YNL031C	YNL031C	protein_coding	0	4	0	43	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	4	24
HHY1	YEL059W	YEL059W	protein_coding	1	1	0	69	0	0	0	0	38	1	0	0	0	0	0	0	0	0	0	0	0	1	31
HIF1	YLL022C	YLL022C	protein_coding	0	3	3	43	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	3	18
HIM1	YDR317W	YDR317W	protein_coding	0	1	3	22	0	0	0	0	21	0	0	0	3	0	0	0	0	0	0	0	0	1	1
HIP1	YGR191W	YGR191W	protein_coding	0	15	3	81	0	0	0	0	32	0	0	0	3	0	0	0	0	0	0	0	0	15	49
HIR1	YBL008W	YBL008W	protein_coding	0	8	1	60	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	8	32
HIR2	YOR038C	YOR038C	protein_coding	0	2	2	28	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	2	22
HIR3	YJR140C	YJR140C	protein_coding	0	2	2	16	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	6
HIS1	YER055C	YER055C	protein_coding	0	2	3	52	0	0	0	0	20	0	0	0	3	0	0	0	0	0	0	0	0	2	32
HIS2	YFR025C	YFR025C	protein_coding	0	0	0	53	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	35
HIS3	YOR202W	YOR202W	protein_coding	0	0	0	23	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	16
HIS4	YCL030C	YCL030C	protein_coding	0	1	2	11	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	1	6
HIS5	YIL116W	YIL116W	protein_coding	0	2	0	39	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	28
HIS6	YIL020C	YIL020C	protein_coding	0	0	1	25	0	0	0	0	20	0	0	0	1	0	0	0	0	0	0	0	0	0	5
HIS7	YBR248C	YBR248C	protein_coding	0	1	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	8
HIT1	YJR055W	YJR055W	protein_coding	0	2	2	82	0	0	0	0	50	0	0	0	2	0	0	0	0	0	0	0	0	2	32
HKR1	YDR420W	YDR420W	protein_coding	0	2	1	9	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	2	4
HLJ1	YMR161W	YMR161W	protein_coding	0	2	0	42	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	2	28
HLR1	YDR528W	YDR528W	protein_coding	0	4	4	75	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	4	50
HMF1	YER057C	YER057C	protein_coding	0	0	0	58	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	26
HMG1	YML075C	YML075C	protein_coding	0	10	1	46	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	10	28
HMG2	YLR450W	YLR450W	protein_coding	0	15	4	47	0	0	0	0	22	0	0	0	4	0	0	0	0	0	0	0	0	15	25
HMI1	YOL095C	YOL095C	protein_coding	0	7	5	70	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	7	47
HMLALPHA1	YCL066W	YCL066W	protein_coding	0	0	0	8	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1
HMLALPHA2	YCL067C	YCL067C	protein_coding	0	0	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	6
HMO1	YDR174W	YDR174W	protein_coding	0	0	0	15	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	4
HMRA1	YCR097W	YCR097W	protein_coding	0	0	1	32	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	11
HMRA2	YCR096C	YCR096C	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
HMS1	YOR032C	YOR032C	protein_coding	0	4	4	79	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	4	34
HMS2	YJR147W	YJR147W	protein_coding	0	2	4	42	0	0	0	0	23	0	0	0	4	0	0	0	0	0	0	0	0	2	19
HMT1	YBR034C	YBR034C	protein_coding	0	0	0	24	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	7
HMX1	YLR205C	YLR205C	protein_coding	0	6	1	32	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	6	25
HNM1	YGL077C	YGL077C	protein_coding	0	2	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	13
HNT1	YDL125C	YDL125C	protein_coding	0	0	1	57	0	0	0	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	25
HNT2	YDR305C	YDR305C	protein_coding	0	1	0	7	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	2
HNT3	YOR258W	YOR258W	protein_coding	0	0	1	8	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	5
HO	YDL227C	YDL227C	protein_coding	0	0	0	24	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	13
HOC1	YJR075W	YJR075W	protein_coding	0	8	0	51	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	8	28
